Year,Keyword,Score
2011,method employs,0.0013863216266173754
2011,paper describes,0.0013863216266173754
2011,multiple transmitting antennas,0.0013863216266173754
2011,multiple receiving antennas,0.0013863216266173754
2011,impulses,0.0013863216266173754
2011,distributed delays,0.0013863216266173754
2011,hopfieldtype neural networks,0.0013863216266173754
2011,synchronization computer science,0.0013863216266173754
2012,artificial neural network,0.029110356428296513
2012,mathematical optimization,0.026559629559881535
2012,algorithm,0.026116013480720006
2012,simulation,0.023137521852928833
2012,experiment,0.02105754244725704
2012,fuzzy control system,0.019496525006357852
2012,interference communication,0.019120781956754228
2012,neural network simulation,0.017584826802323324
2012,cognitive radio,0.016133730353147604
2012,telecommunications link,0.014999178873413954
2012,synchronization computer science,0.014953861785441586
2012,sampling  surgical action,0.014953861785441586
2012,sampling signal processing,0.014953861785441586
2012,autonomous robot,0.013247661544758225
2012,cognition,0.013247661544758225
2012,cyclostationary process,0.013247661544758225
2012,receiver operating characteristic,0.013247661544758225
2012,radio frequency,0.013247661544758225
2012,inference engine,0.012408720210795234
2012,combinatorial optimization,0.012408720210795234
2012,computation,0.012408720210795234
2012,premature convergence,0.012408720210795234
2012,fuzzy logic,0.012408720210795234
2012,genetic algorithm,0.012408720210795234
2012,genetic operator,0.012408720210795234
2012,knapsack problem,0.012408720210795234
2012,prior work,0.010204081632653064
2012,recurrent neural networks,0.010204081632653062
2012,memristor,0.010204081632653062
2012,paper describes,0.010204081632653062
2012,linear combination,0.010204081632653062
2012,search results,0.010204081632653062
2012,user behavior,0.010204081632653062
2012,data models,0.010204081632653062
2012,predictive models,0.010204081632653062
2012,randomness,0.010204081632653062
2012,learning hierarchical models,0.010204081632653062
2012,supervised learning capabilities,0.010204081632653062
2012,latent factors,0.010204081632653062
2012,factor model,0.010204081632653062
2012,exploit parallel architectures,0.010204081632653062
2012,nips 2011 workshop,0.010204081632653062
2012,sparse coding,0.010204081632653062
2012,transfer learning challenge,0.010204081632653062
2012,training set size,0.010204081632653062
2012,dramatically increase,0.010204081632653062
2012,approach improves,0.010204081632653062
2012,network communities,0.010204081632653062
2012,densely linked clusters,0.010204081632653062
2012,labeled ground,0.010204081632653062
2012,truth data,0.010204081632653062
2012,main organizing principles,0.010204081632653062
2012,nodes organize,0.010204081632653062
2012,complex simple mcmc,0.010204081632653062
2012,draw samples,0.010204081632653062
2012,time delay ,0.010204081632653062
2012,neural networks ,0.010204081632653062
2012,extract relations,0.010204081632653062
2012,unsupervised algorithms,0.010204081632653062
2012,tagging arguments,0.010204081632653062
2012,parallel computing,0.010204081632653062
2012,graphics processing unit,0.010204081632653062
2012,diffusion network,0.010204081632653062
2012,efficient approximation algorithm,0.010204081632653062
2012,optical character recognition,0.01020408163265306
2012,neural networks,0.01020408163265306
2012,neural network software,0.01020408163265306
2012,data mining,0.008427425596303002
2012,supervised learning,0.008427425596303002
2012,missing data,0.008427425596303002
2012,preprocessor,0.008427425596303002
2012,reinforcement learning,0.007578070651477546
2012,coexist image,0.007578070651477545
2012,test data,0.007174432302497729
2012,dropout neural networks,0.007174432302497728
2012,overfitting,0.007174432302497728
2012,machine learning,0.0058737484588742995
2012,software deployment,0.005772769695006685
2012,class,0.005390650636979567
2012,trees plant,0.005390650636979567
2012,particle swarm optimization,0.004766411983587258
2012,evolutionary algorithm,0.004452121776708015
2012,numerical analysis,0.004354625696907752
2012,social inequality,0.004354625696907752
2012,linear matrix inequality,0.004354625696907752
2012,optimization problem,0.003872658663854828
2012,expectation–maximization algorithm,0.003872658663854828
2012,recurrent neural network,0.0036038506742057056
2012,benchmark computing,0.0035895954543575218
2012,qlearning,0.0035362932241365733
2012,sparse matrix,0.0035362932241365733
2012,frequency band,0.0035362932241365733
2012,transmitter,0.0035362932241365733
2012,signaltointerferenceplusnoise ratio,0.0035362932241365733
2012,time complexity,0.0029052679651230726
2012,gradient,0.0028897944484062195
2012,deep learning,0.002809066334289367
2012,crossvalidation statistics,0.0016231623343726314
2013,simulation,0.01997660905332627
2013,algorithm,0.019891039782059163
2013,mathematical optimization,0.019749834725123067
2013,sampling signal processing,0.019053858071798553
2013,artificial neural network,0.01904089663953379
2013,lyapunov fractal,0.017466093965080833
2013,approximation algorithm,0.011903405320066682
2013,dynamic multi,0.01165807034088552
2013,sampling  surgical action,0.011260251203467209
2013,nonlinear system,0.010833745741815644
2013,variational principle,0.010398594298411286
2013,social inequality,0.010347012572954926
2013,mean squared error,0.009259053762026667
2013,randomness,0.008783290252088325
2013,numerical method,0.00836355166880725
2013,synchronization computer science,0.007926373843991235
2013,linear matrix inequality,0.007911425886009836
2013,christopher d. manning,0.007780984561872151
2013,tomas mikolov,0.007780984561872151
2013,richard socher,0.007780984561872151
2013,andrew y. ng,0.007780984561872151
2013,data synchronization,0.007629059401516084
2013,organizing structure,0.0074136862825597526
2013,selforganization,0.0074136862825597526
2013,coefficient,0.007058597249494113
2013,navier–stokes equations,0.007058597249494113
2013,quintic function,0.007058597249494113
2013,error analysis mathematics,0.007058597249494112
2013,bspline,0.007058597249494112
2013,newton–cotes formulas,0.007058597249494112
2013,algebraic equation,0.007058597249494112
2013,gauss–kronrod quadrature formula,0.007058597249494112
2013,collocation method,0.007058597249494112
2013,dbm,0.007015391819277643
2013,greedy algorithm,0.007015391819277643
2013,boltzmann machine,0.007015391819277643
2013,statistical model,0.007015391819277643
2013,probability,0.006794512471414463
2013,vertex,0.006794512471414463
2013,switches,0.006794512471414463
2013,complex networks,0.006794512471414463
2013,synchronization,0.006794512471414463
2013,bernoulli polynomials,0.006794512471414463
2013,stochastic processes,0.006794512471414462
2013,couplings,0.006794512471414462
2013,wentau yih,0.006729386057552795
2013,jan cernocký,0.006729386057552795
2013,andriy mnih,0.006729386057552795
2013,peter d. turney,0.006729386057552795
2013,stefan kombrink,0.006729386057552795
2013,geoffrey zweig,0.006729386057552795
2013,yee whye teh,0.006729386057552795
2013,lukás burget,0.006729386057552795
2013,telecommunications link,0.006656675393850271
2013,neural network simulation,0.006480975836316751
2013,throughput,0.006422737836655651
2013,coordinate descent,0.006075334143377889
2013,times ascent,0.006075334143377889
2013,stochastic gradient descent,0.006075334143377889
2013,rate of convergence,0.006075334143377889
2013,minimally trained algorithm,0.006075334143377886
2013,syndromic surveillance,0.006075334143377886
2013,consensus problem,0.006075334143377886
2013,time heterogeneous multi,0.006075334143377886
2013,agents differed,0.006075334143377886
2013,partitioning algorithms,0.006075334143377886
2013,visualization,0.006075334143377886
2013,image resolution,0.006075334143377886
2013,kinect,0.006075334143377886
2013,computer vision,0.006075334143377886
2013,big data,0.006075334143377886
2013,future work,0.006075334143377886
2013,computer program,0.006075334143377886
2013,support vector machine,0.006075334143377886
2013,empirical correlations,0.006075334143377886
2013,social networks,0.006075334143377886
2013,online social networks,0.006075334143377886
2013,extreme lighting conditions,0.006075334143377886
2013,visual quality,0.006075334143377886
2013,images captured,0.006075334143377886
2013,hammerstein model,0.006075334143377886
2013,space model,0.006075334143377886
2013,linear dynamic,0.006075334143377886
2013,3d reconstruction,0.006075334143377886
2013,single moving camera,0.006075334143377886
2013,algorithm presented focuses,0.006075334143377886
2013,related idea,0.006075334143377886
2013,pythagorean membership grades,0.006075334143377886
2013,pythagorean theorem,0.006075334143377886
2013,linguistic frame semantics,0.006075334143377886
2013,ontology design,0.006075334143377886
2013,novel approach,0.006075334143377886
2013,quality linked,0.006075334143377886
2013,acceptable time,0.006075334143377886
2013,ontology design patterns,0.006075334143377886
2013,batteries,0.006075334143377886
2013,battery charge measurement,0.006075334143377886
2013,ready ontologies,0.006075334143377886
2013,converting text,0.006075334143377886
2013,failure cause,0.006075334143377886
2013,failure mode and effects analysis,0.006075334143377886
2013,tier femtocell networks,0.006075334143377884
2013,stackelberg game formulation,0.006075334143377884
2013,stochastic learning,0.006075334143377884
2013,combining game theory,0.006075334143377884
2013,information extraction,0.006075334143377884
2013,named entity,0.006075334143377884
2013,wikipedia,0.006075334143377884
2013,semistructured resources,0.006075334143377884
2013,qlearning,0.005756803971479107
2013,particle swarm optimization,0.0057521673985880895
2013,numerical analysis,0.005701971126651241
2013,reinforcement learning,0.005577753893363597
2013,interference communication,0.0052261571929384625
2013,optimization problem,0.005191329107294349
2013,experiment,0.004959828955583567
2013,iteration,0.004783966802683649
2013,convex optimization,0.004606689678749649
2013,word embedding,0.00458710425282177
2013,recurrent neural networks,0.004371771202499307
2013,manufacturing,0.004358549338187814
2013,hybrid optimization,0.004336609476115591
2013,cell microprocessor,0.0042989294107212426
2013,machine learning,0.004215057127391645
2013,deep learning,0.004215057127391645
2013,objective optimisation problems,0.004214422077542003
2013,single solution does,0.004214422077542003
2013,objective optimisation,0.004214422077542003
2013,knowledge base,0.003906788534933442
2013,calculus of variations,0.0039029971115595776
2013,recurrent neural network,0.0035696599556419976
2013,dynamic programming,0.0033081007476233873
2013,neural networks,0.0033081007476233873
2013,backhaul telecommunications,0.003127318283442605
2013,benchmark computing,0.0031273182834426045
2013,bayesian network,0.0031197572299708183
2013,topic model,0.0031197572299708183
2013,nearest neighbor classifier,0.0029746922801872524
2013,performance,0.0025469951448444388
2013,dropout neural networks,0.002469569677426978
2013,convolutional neural network,0.002469569677426978
2013,matrix regularization,0.002469569677426978
2013,text corpus,0.00245278050432031
2013,programming paradigm,0.0023145417153443786
2013,differential evolution,0.002294008459277149
2013,jensen's inequality,0.002238841357506543
2013,frank–wolfe algorithm,0.00221919639812808
2013,duality gap,0.00221919639812808
2013,biological neural networks,0.002168832243248637
2013,taguchi methods,0.0020951925502295803
2013,gregory s. corrado,0.002056995147585732
2013,kai chen,0.002056995147585732
2013,jeffrey dean,0.0020569951475857317
2013,complex network,0.0020226714120974037
2013,lessons learned,0.0020182235397494586
2013,stability,0.0019507054144110173
2013,state estimation,0.001840301502135573
2013,artificial bee colony algorithm,0.00183749185588726
2013,block cipher mode of operation,0.0018056658323686368
2013,central processing unit,0.0018032033961927307
2013,taguchi method,0.0016485237324626342
2013,stochastic process,0.0016267724578350917
2013,cognitive radio,0.0016093113799566334
2013,spectral leakage,0.0012784402836119695
2013,unmanned aerial vehicle,0.000911300121506683
2013,unmanned quadrotor helicopter ,0.000911300121506683
2013,operational laws,0.000911300121506683
2013,multiple attribute decision making madm,0.000911300121506683
2014,artificial neural network,0.044597878761265995
2014,mathematical optimization,0.02528306400298747
2014,lyapunov fractal,0.021294170308417362
2014,nonlinear system,0.016854694259991688
2014,optimal control,0.015821241967482018
2014,approximation algorithm,0.013927288462494573
2014,numerical analysis,0.013344306447504253
2014,ilya sutskever,0.013327584378972636
2014,algorithm,0.01118075829432168
2014,neural network simulation,0.010788449823672107
2014,iteration,0.010078185062773635
2014,dynamic programming,0.009574504408224915
2014,experiment,0.008008880288537211
2014,matthew d. zeiler,0.0077960607252705125
2014,statistical machine translation,0.0077960607252705125
2014,kyunghyun cho,0.0077960607252705125
2014,encoder,0.0077960607252705125
2014,simulation,0.007675326462375197
2014,bellman equation,0.007632777693698686
2014,markov decision process,0.007570483781152829
2014,http public key pinning,0.007359713606496063
2014,usb onthego,0.00722385854251832
2014,evolutionary algorithm,0.006893586264740283
2014,interference communication,0.006797630342049026
2014,wireless sensor networks,0.0067893227709997835
2014,sampling signal processing,0.006693577387213458
2014,recurrent neural network,0.006587851712342758
2014,iterative method,0.006398491509989081
2014,geoffrey e. hinton,0.006114004214974072
2014,optimization problem,0.00605694783945763
2014,particle swarm optimization,0.005927584290154759
2014,rate of convergence,0.005915827734892233
2014,constrained optimization,0.005915827734892233
2014,convex optimization,0.005915827734892233
2014,yoshua bengio,0.005794639546064857
2014,linear matrix inequalities,0.00574402004486786
2014,linear matrix inequality,0.005657382210456725
2014,hamilton–jacobi–bellman equation,0.005608882010699957
2014,benchmark computing,0.005080825577302781
2014,mimo,0.004931855348015385
2014,rayleigh fading,0.004931855348015385
2014,point of view computer hardware company,0.0049318553480153845
2014,quality of service,0.0049318553480153845
2014,shadowing histology,0.0049318553480153845
2014,bit error rate,0.0049318553480153845
2014,constraint algorithm,0.0049318553480153845
2014,coefficient,0.0049318553480153845
2014,x.690,0.0049318553480153845
2014,multitier architecture,0.0049318553480153845
2014,mimoofdm,0.0049318553480153845
2014,clustering,0.004877217913636847
2014,network life,0.004877217913636846
2014,collective behavior,0.004869963880950407
2014,swarm intelligence,0.004869963880950407
2014,finite time,0.0048587827404364325
2014,fuzzy model,0.0048587827404364325
2014,markovian jump parameters,0.004858782740436432
2014,krasovskii functional,0.004858782740436432
2014,paper studies,0.004858782740436432
2014,bounded uncertainties,0.004858782740436432
2014,time passive controller,0.004858782740436432
2014,designed algorithm,0.004858782740436432
2014,sufficient condition,0.004858782740436432
2014,time bounded,0.004858782740436432
2014,stochastically finite,0.004858782740436432
2014,optimal finite,0.004858782740436431
2014,admissible uncertainties,0.004858782740436431
2014,uncertain nonlinear mjss,0.004858782740436431
2014,proposed design approach,0.004858782740436431
2014,numerical example,0.004858782740436431
2014,appropriate lyapunov,0.004858782740436431
2014,diffusion process ,0.00470588235294118
2014,image encryption ,0.00470588235294118
2014,sensitivity ,0.00470588235294118
2014,security ,0.00470588235294118
2014,celltocell communication,0.004705882352941177
2014,chemotaxis,0.004705882352941177
2014,selfadaptation,0.004705882352941177
2014,currently support,0.004705882352941177
2014,70 commercial tools,0.004705882352941177
2014,facto standard,0.004705882352941177
2014,natural language,0.004705882352941177
2014,knowledge base,0.004705882352941177
2014,sentiment analysis,0.004705882352941177
2014,theoretical results,0.004705882352941177
2014,numerical simulations,0.004705882352941177
2014,logical dynamic,0.004705882352941177
2014,temporal boolean network,0.004705882352941177
2014,image segmentation,0.004705882352941177
2014,multilevel image thresholding,0.004705882352941177
2014,criteria decision making,0.004705882352941177
2014,paper investigates,0.004705882352941177
2014,convex function,0.004705882352941177
2014,empirical risk minimization,0.004705882352941177
2014,gradient method,0.004705882352941177
2014,group decision making,0.004705882352941177
2014,consensus,0.004705882352941177
2014,fuzzy set,0.004705882352941177
2014,indexes,0.004705882352941177
2014,risk evaluation,0.004705882352941177
2014,failure mode and effects analysis,0.004705882352941177
2014,operator networks environment,0.004705882352941177
2014,hybrid decision algorithm,0.004705882352941177
2014,objective optimisation problems,0.004705882352941177
2014,dynamic multi,0.004705882352941177
2014,gained increasing attention,0.004705882352941176
2014,different kinds,0.004705882352941176
2014,multiple object tracking,0.004705882352941176
2014,commercial potential,0.004705882352941176
2014,nal kalchbrenner,0.0047038038922989946
2014,oriol vinyals,0.0047038038922989946
2014,neural machine translation,0.0047038038922989946
2014,quoc v. le,0.0047038038922989946
2014,phil blunsom,0.0047038038922989946
2014,bart van merrienboer,0.0047038038922989946
2014,deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017,0.0047038038922989946
2014,mathematical model,0.004630503886986926
2014,brain storm optimization,0.004623841588936563
2014,solutions getting clustered,0.004623841588936563
2014,promising algorithm,0.004623841588936563
2014,brainstorming process,0.004623841588936562
2014,metaheuristic,0.004269070608263743
2014,noise reduction,0.004237993927997741
2014,autoencoder,0.004237993927997741
2014,partition function mathematics,0.004237993927997741
2014,social inequality,0.004090190487101543
2014,alex krizhevsky,0.004065705766004566
2014,baseline configuration management,0.0040633153346127555
2014,cognitive radio,0.003907396976562624
2014,velocity software development,0.003684032656905244
2014,search algorithm,0.003684032656905243
2014,particle swarm optimization pso,0.0035848629974193575
2014,neural networks,0.0035307199712465683
2014,premature convergence,0.0032027004835499164
2014,analytical models,0.0031572518989408773
2014,topology,0.0031572518989408773
2014,mean squared error,0.0031307006479565744
2014,yang liu,0.003122059879138681
2014,zhongqiang huang,0.0031220598791386806
2014,jacob devlin,0.0031220598791386806
2014,richard m. schwartz,0.0031220598791386806
2014,john makhoul,0.0031220598791386806
2014,computation,0.003115390988610328
2014,computer performance,0.00294408644709429
2014,neighborhood search ns operator,0.0029284787137146768
2014,metaheuristic search ms,0.0029284787137146763
2014,nicolas boulangerlewandowski,0.0029226268837029366
2014,convolutional neural network,0.0028983330224314845
2014,genetic algorithm,0.0027671866714352135
2014,calculus of variations,0.002723159372622265
2014,computers,0.0027132510391893157
2014,electronic mail,0.0027132510391893157
2014,language model,0.0026951965857679562
2014,bil herd,0.002678696115825336
2014,finitetime stabilization,0.002654900594218847
2014,alex graves,0.0026528857675618966
2014,navdeep jaitly,0.0026528857675618966
2014,abdelrahman mohamed,0.0026528857675618966
2014,freebase,0.0026241455936490917
2014,knowledge graph,0.0026241455936490917
2014,entity,0.0026241455936490913
2014,cuckoo search,0.0026132618455968677
2014,yang,0.0026132618455968677
2014,cuckoo search ,0.0026132618455968672
2014,time complexity,0.002564879285139549
2014,lyapunov–krasovskii functional,0.0024801721189651486
2014,mathematics,0.0023965143199374812
2014,mathematical induction,0.0023965143199374812
2014,machine learning,0.002334107125147595
2014,network connectivity,0.002279770813491226
2014,sampling  surgical action,0.0022558368243528358
2014,jacobi method,0.0022506487345522784
2014,generative model,0.0022120985302899613
2014,scalability,0.0022120985302899613
2014,word embedding,0.0022060506299904623
2014,ngram,0.0022060506299904623
2014,ant colony optimization algorithms,0.002197658768008505
2014,feature selection,0.002197658768008505
2014,xiang zhang,0.0021378836497492034
2014,pixel,0.0021378836497492034
2014,global optimization,0.002092331030630737
2014,bagofwords model,0.0020540841900366013
2014,recursive neural network,0.0020540841900366013
2014,activation function,0.002007067268544352
2014,skip list,0.0019318855314815425
2014,information retrieval,0.001747666846173056
2014,complex network,0.001576734912281886
2014,heuristic,0.0015761713134036914
2014,transmitter,0.001536204227092605
2014,throughput,0.001536204227092605
2014,krill herd kh ,0.0014859556621004807
2014,global optimization problem ,0.0014859556621004805
2014,neural network software,0.0014628637237736248
2014,stochastic gradient descent,0.0013988943329765512
2014,imagenet,0.001382744532667723
2014,computer vision,0.001382744532667723
2014,uncertainty,0.0012387949931353414
2014,biological neural networks,0.0012205894807714869
2014,multimodal interaction,0.0012000017199392946
2014,feasible region,0.0011995926110275872
2014,deep learning,0.0011741600694213723
2014,fuzzy control system,0.0011222568622642252
2014,state space,0.0011035456909274776
2014,exponential,0.0010998281290736111
2014,reinforcement learning,0.0010808264593078795
2014,genetic regulatory networks,0.0010684380735949647
2014,control theory,0.0009808413642767588
2014,random neural network,0.000951170680621279
2014,data stream mining,0.0008004459801577677
2014,neural network,0.0007499105262388107
2014,periodic solution,0.000728181291821186
2014,logical language,0.0007058823529411766
2014,framework grounded,0.0007058823529411766
2014,fault tolerance,0.0007058823529411766
2014,inplace algorithm,0.0007058823529411766
2014,fuzzy logic,0.0007058823529411766
2014,formal system,0.0007058823529411766
2014,business processes,0.0007058823529411766
2014,formal semantics,0.0007058823529411766
2014,user using,0.0007058823529411766
2014,mobile communication facility,0.0007058823529411766
2015,artificial neural network,0.03657207267074769
2015,nonlinear system,0.023750441725937266
2015,algorithm,0.02138457438723636
2015,numerical analysis,0.014940872730528564
2015,mathematical optimization,0.01266870496243703
2015,lyapunov fractal,0.01260138470363271
2015,support vector machine,0.009063621199236347
2015,simulation,0.00884718532494378
2015,optimization problem,0.00847637428084457
2015,optimal control,0.008279344484495193
2015,neural network simulation,0.008114251105272531
2015,tom erez,0.007059175244529608
2015,honglak lee,0.007059175244529608
2015,robot,0.007059175244529608
2015,yuval tassa,0.007059175244529608
2015,emanuel todorov,0.007059175244529608
2015,trust region,0.0070591752445296075
2015,sergey levine,0.0070591752445296075
2015,doina precup,0.0070591752445296075
2015,satinder p. singh,0.0070591752445296075
2015,approximation algorithm,0.006868809273854475
2015,neural networks,0.006739107937417029
2015,experiment,0.006620272133222717
2015,mri scanning,0.006376839621201901
2015,normal brains,0.006376839621201901
2015,recurrent neural network,0.005981142448582464
2015,iteration,0.005628307226611414
2015,big data,0.005582143832421079
2015,mapreduce,0.005582143832421079
2015,imagenet,0.005560475474628504
2015,benchmark computing,0.005345589532296502
2015,procedural generation,0.005150782905324889
2015,feedback,0.005060457192834513
2015,convolutional neural network,0.0050392715798285685
2015,computer vision,0.005030378946457638
2015,memristorbased neural networks,0.00488251445144028
2015,fuzzy logic,0.004838620167321361
2015,formal system,0.004838620167321361
2015,extract features,0.004788267997779977
2015,hadoop,0.00476724207320467
2015,mr brain images,0.004708516119343625
2015,long shortterm memory,0.004439131369878492
2015,dynamic programming,0.004418550719433137
2015,machine learning,0.00441353739236806
2015,social inequality,0.004374949268283297
2015,particle swarm optimization,0.004353230935122434
2015,artificial intelligence video games,0.0042779597548954044
2015,computational intelligence,0.004277959754895404
2015,unsupervised learning,0.003907776053531534
2015,database,0.003833190573754889
2015,genetic algorithm,0.0037708313045641635
2015,cross reactions,0.0037483746711179143
2015,magnetic resonance imaging,0.0037483746711179143
2015,wavelet analysis,0.0037483746711179143
2015,computer assisted diagnosis,0.0037483746711179143
2015,novel automatic classification,0.003733476783185457
2015,crucially importance,0.003733476783185457
2015,medical analysis,0.003733476783185457
2015,accurate classification,0.003733476783185457
2015,anomalous experiences,0.003708511032820323
2015,electroencephalography,0.003708511032820323
2015,virtual reality,0.003708511032820323
2015,spoken dialogue,0.003708511032820323
2015,natural language generation,0.003708511032820323
2015,extraction,0.003708511032820323
2015,sample variance,0.003708511032820323
2015,paper presents,0.003708511032820323
2015,area under curve,0.003708511032820323
2015,training,0.003708511032820323
2015,face,0.003708511032820323
2015,iarpa babel program,0.003708511032820323
2015,keyword search,0.003708511032820323
2015,automatic speech recognition,0.003708511032820323
2015,inference,0.003708511032820323
2015,estimated,0.003708511032820323
2015,instrument  device,0.003708511032820323
2015,posthartree–fock,0.003708511032820323
2015,matrix regularization,0.003708511032820323
2015,feature extraction,0.003708511032820323
2015,stock market,0.003708511032820323
2015,artificial neural networks,0.003708511032820323
2015,random forest,0.003708511032820323
2015,bidirectional long short,0.003708511032820323
2015,art performance,0.003708511032820323
2015,speech utterances,0.003708511032820323
2015,multilevel thresholding,0.003708511032820323
2015,image segmentation,0.003708511032820323
2015,tsallis entropy,0.003708511032820323
2015,use blstm,0.003708511032820323
2015,handwritten documents,0.003708511032820323
2015,metadata,0.003708511032820323
2015,collaborative filtering,0.003708511032820323
2015,recommender system,0.003708511032820323
2015,machine translation,0.0037085110328203227
2015,bleu,0.0037085110328203227
2015,heuristics,0.0037085110328203227
2015,global optimisation,0.0037085110328203227
2015,pattern mining ,0.0037085110328203227
2015,highutility mining ,0.0037085110328203227
2015,binding proteins play,0.0037085110328203227
2015,binding proteins,0.0037085110328203227
2015,importance sampling,0.0037085110328203227
2015,sampling signal processing,0.0037085110328203227
2015,energy consumption,0.0037085110328203227
2015,greenhouse gas emissions,0.0037085110328203227
2015,optimisation ,0.0037085110328203227
2015,particle swarm optimisation ,0.0037085110328203227
2015,long short,0.0037085110328203227
2015,term memory,0.0037085110328203227
2015,natural language processing,0.0037085110328203227
2015,individual word senses,0.0037085110328203227
2015,brain storm optimization,0.0037085110328203227
2015,brainstorming process,0.0037085110328203227
2015,users travel,0.0037085110328203227
2015,important means,0.0037085110328203227
2015,sentiment analysis ,0.0037085110328203227
2015,opinion mining ,0.0037085110328203227
2015,bibliometrics,0.0037085110328203227
2015,web of science,0.0037085110328203227
2015,interference mitigation,0.0037085110328203227
2015,resource management,0.0037085110328203227
2015,memristorbased neural networks ,0.0037085110328203227
2015,fractionalorder ,0.0037085110328203227
2015,failure cause,0.0037085110328203227
2015,failure mode and effects analysis,0.0037085110328203227
2015,enterprise social network,0.003708511032820322
2015,central italy,0.003708511032820322
2015,social ties,0.003708511032820322
2015,regione lazio,0.003708511032820322
2015,lateral occipitotemporal gyrus,0.003708511032820322
2015,inferior frontal gyrus,0.003708511032820322
2015,parahippocampal gyrus,0.003708511032820322
2015,frontal lobe,0.003708511032820322
2015,apparatus including,0.0037085110328203214
2015,methods systems,0.0037085110328203214
2015,storage media,0.0037085110328203214
2015,programs encoded,0.0037085110328203214
2015,paper describes,0.0037085110328203214
2015,digital services,0.0037085110328203214
2015,friendship lists,0.0037085110328203214
2015,social relation,0.0037085110328203214
2015,wikipedia categories,0.0037085110328203214
2015,appropriate wikipage,0.0037085110328203214
2015,associate” topical” friends,0.0037085110328203214
2015,base stations,0.0037085110328203214
2015,save energy,0.0037085110328203214
2015,topical friend,0.0037085110328203214
2015,underutilized cells,0.0037085110328203214
2015,friends representing,0.0037085110328203214
2015,peak hours,0.0037085110328203214
2015,topic discussions,0.0037085110328203214
2015,international network,0.0037085110328203214
2015,specialized companies,0.0037085110328203214
2015,insula of reil,0.0037085110328203214
2015,alzheimer's disease,0.0037085110328203214
2015,lobule,0.0037085110328203214
2015,epilepsy temporal lobe,0.0037085110328203214
2015,precentral gyrus,0.0037085110328203214
2015,fractionalorder,0.003707511034633747
2015,hamilton–jacobi–bellman equation,0.003535061752526366
2015,convex optimization,0.0035051705226983067
2015,theory,0.00344062597127707
2015,block cipher mode of operation,0.003411291903124048
2015,linear matrix inequality,0.0033889246086202247
2015,feature learning,0.0033086623477505905
2015,swarm intelligence,0.0032745453569882842
2015,embedded systems,0.003202158596085284
2015,remaining connections,0.003202158596085284
2015,fine tune,0.003202158596085284
2015,computationally intensive,0.003202158596085284
2015,memory intensive making,0.003202158596085284
2015,imagenet dataset,0.003202158596085284
2015,computer simulation,0.0031651014810059257
2015,reinforcement learning,0.0031324430871211314
2015,novelty detection,0.0030509848132353754
2015,noise reduction,0.0030509848132353754
2015,acoustic cryptanalysis,0.0030509848132353754
2015,autoencoder,0.0030509848132353754
2015,fuzzy control system,0.003006046544131109
2015,optimization,0.002951035102029152
2015,http public key pinning,0.002692940768309883
2015,feedforward neural network,0.0026146150412556003
2015,channel capacity,0.0025227789099294116
2015,interference communication,0.0025227789099294116
2015,performance,0.0025227789099294116
2015,compaq lte,0.0025227789099294116
2015,lowpower broadcasting,0.0025227789099294116
2015,autonomous robot,0.0025227789099294116
2015,multiagent system,0.0025227789099294116
2015,power semiconductor device,0.0025227789099294116
2015,coexist image,0.0025227789099294116
2015,output feedback,0.002522648905543125
2015,observers,0.002522648905543125
2015,adaptive systems,0.002522648905543125
2015,nonlinear systems,0.002522648905543125
2015,memristor,0.002338501980710822
2015,artificial bee colony,0.0022087505781867565
2015,deep learning,0.002176554707866277
2015,interaction,0.002143336522615287
2015,stability,0.0020893825557957426
2015,increment,0.002049916192797422
2015,learning disorders,0.002049916192797422
2015,online and offline,0.0020499161927974214
2015,realtime transcription,0.0020426659613520053
2015,ilya sutskever,0.0020002118071680884
2015,geoffrey e. hinton,0.0020002118071680884
2015,alex krizhevsky,0.0020002118071680884
2015,christian szegedy,0.002000211807168088
2015,cluster analysis,0.0019349437870976307
2015,distinguish abnormal brains,0.0019178244359173294
2015,artificial bee colony algorithm,0.0018646584493951822
2015,unit commitment,0.0018583918849851017
2015,activation function,0.0018467047280041112
2015,control system,0.0017517340507947005
2015,adaptive algorithm,0.0017187998656138033
2015,tcp global synchronization,0.001718799865613803
2015,requirement,0.001653777876126848
2015,parsing,0.0016463299908968626
2015,language model,0.0016379355652964387
2015,extreme learning machine ,0.0015844067414945754
2015,map,0.0015744318695951926
2015,markov chain,0.001555228316754683
2015,anatomy regional,0.0015517876293450169
2015,network topology,0.0015517876293450169
2015,aided diagnosis,0.0014698126500090826
2015,supervised learning,0.0014395726545638468
2015,synchronization,0.0013863040847758405
2015,principal component analysis,0.0013587849948969316
2015,resonance,0.0013587849948969316
2015,system dynamics,0.001345239938622524
2015,document classification,0.00134470392873276
2015,spectral efficiency,0.0013401143448902452
2015,throughput,0.001325320395523221
2015,global optimization,0.0012710969517242031
2015,elm,0.0012317009810854018
2015,control theory,0.0012144186521557635
2015,radial radio,0.001187000446218185
2015,bellman equation,0.0011782236337153423
2015,statistical classification,0.0011592287241285843
2015,wellposed problem,0.0011576627373238878
2015,interval timevarying delay,0.0011494681658442915
2015,linear matrix inequality lmi,0.0011494681658442915
2015,sparse matrix,0.0011294205754069178
